gameId,week,nflPlayId,nflPlayType,nflPlayDescription,nflPlayUrl,quarter,down,yardsToGo,gameClock,yardsToGoal,isGoalToGo,isRedzone,possessionTeamId,offScore,defScore,expectedPointsAdded,offN,offRB,offTE,offWR,offOL,defN,defDL,defLB,defDB,offensePlayer1,offensePlayer2,offensePlayer3,offensePlayer4,offensePlayer5,offensePlayer6,offensePlayer7,offensePlayer8,offensePlayer9,offensePlayer10,offensePlayer11,defensePlayer1,defensePlayer2,defensePlayer3,defensePlayer4,defensePlayer5,defensePlayer6,defensePlayer7,defensePlayer8,defensePlayer9,defensePlayer10,defensePlayer11
2026001,0,250,PASS,(10:38) C.Beck pass short middle to R.Fairweather to AZ 42 for 5 yards (C.Cherelus).,https://pro.nfl.com/api/plays/summaryPlay?gameId=c66cf251-5f68-11f1-b1d0-bb70a4640075&playId=250,1,2,7,10:38,63.0,False,False,3800,0,0,0.02258545160293579,11,1,1,3,5,11,3,3,5,Simi Fehoko,Bam Knight,Jon Gaines II,Jalen Brooks,Xavier Weaver,Hayden Conner,Rivaldo Fairweather,Josh Fryar,Chase Bisontis,Carson Beck,Jayden Williams,Trevis Gipson,Akayleb Evans,Claudin Cherelus,Trevin Wallace,Chau Smith-Wade,Princely Umanmielen,Lathan Ransom,Jared Harrison-Hunte,Lee Hunter,Will Lee III,Zakee Wheatley
2026001,0,275,PASS,(10:04) (Shotgun) C.Beck pass incomplete short right to J.Brooks (W.Lee).,https://pro.nfl.com/api/plays/summaryPlay?gameId=c66cf251-5f68-11f1-b1d0-bb70a4640075&playId=275,1,3,2,10:04,58.0,False,False,3800,0,0,-2.0454960253555328,11,1,1,3,5,11,3,3,5,Simi Fehoko,Bam Knight,Jon Gaines II,Jalen Brooks,Xavier Weaver,Hayden Conner,Rivaldo Fairweather,Josh Fryar,Chase Bisontis,Carson Beck,Jayden Williams,Trevis Gipson,Akayleb Evans,Claudin Cherelus,Trevin Wallace,Chau Smith-Wade,Princely Umanmielen,Lathan Ransom,Jared Harrison-Hunte,Lee Hunter,Will Lee III,Zakee Wheatley
2026001,0,298,PUNT,"(10:01) B.Gillikin punts 55 yards to CAR 3, Center-C.Kreiter, out of bounds.",https://pro.nfl.com/api/plays/summaryPlay?gameId=c66cf251-5f68-11f1-b1d0-bb70a4640075&playId=298,1,4,2,10:01,58.0,False,False,3800,0,0,0.2569631841033697,11,1,1,1,0,11,0,4,4,Casey Kreiter,Isaiah Oliver,Blake Gillikin,Simi Fehoko,Kenny Yeboah,BJ Ojulari,Owen Pappoe,Kei'Trel Clark,Dadrion Taylor-Demerson,Austin Keys,Corey Kiner,Isaiah Simmons,AJ Dillon,Feleipe Franks,Akayleb Evans,Thomas Incoom,Chau Smith-Wade,Princely Umanmielen,Trevor Etienne,Lathan Ransom,Bam Martin-Scott,Zakee Wheatley
2026001,0,329,TIMEOUT,Timeout at 09:51.,https://pro.nfl.com/api/plays/summaryPlay?gameId=c66cf251-5f68-11f1-b1d0-bb70a4640075&playId=329,1,0,0,09:51,,False,,0750,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026001,0,317,RUSH,(9:51) T.Etienne right tackle to CAR 1 for -2 yards (A.Billings). AZ-Z.Carter was injured during the play.,https://pro.nfl.com/api/plays/summaryPlay?gameId=c66cf251-5f68-11f1-b1d0-bb70a4640075&playId=317,1,1,10,09:51,97.0,False,False,0750,0,0,-1.336765704676509,11,1,2,2,5,11,3,4,4,David Moore,Brady Christensen,Stone Forsythe,Feleipe Franks,Kenny Pickett,James Mitchell,Chandler Zavala,Brycen Tremayne,Trevor Etienne,Sam Hecht,Albert Reese,Andrew Billings,Jonah Williams,Zachary Carter,Elliott Brown,Owen Pappoe,Kei'Trel Clark,Elijah Jones,Dadrion Taylor-Demerson,Kitan Crawford,Austin Keys,Cam Robertson
2026001,0,363,PASS,(9:13) (Shotgun) K.Pickett pass incomplete short middle to D.Moore (A.Keys).,https://pro.nfl.com/api/plays/summaryPlay?gameId=c66cf251-5f68-11f1-b1d0-bb70a4640075&playId=363,1,2,12,09:13,99.0,False,False,0750,0,0,-0.9697620254009962,11,1,2,2,5,11,3,4,4,David Moore,Brady Christensen,Stone Forsythe,Feleipe Franks,Kenny Pickett,James Mitchell,Chandler Zavala,Brycen Tremayne,Trevor Etienne,Sam Hecht,Albert Reese,Andrew Billings,Jonah Williams,Elliott Brown,Brodric Martin,Owen Pappoe,Kei'Trel Clark,Elijah Jones,Dadrion Taylor-Demerson,Kitan Crawford,Austin Keys,Cam Robertson
2026001,0,386,PENALTY,"(9:09) (No Huddle, Shotgun) PENALTY on CAR-A.Reese, False Start, 0 yards, enforced at CAR 1 - No Play.",https://pro.nfl.com/api/plays/summaryPlay?gameId=c66cf251-5f68-11f1-b1d0-bb70a4640075&playId=386,1,3,12,09:09,99.0,False,False,0750,0,0,0.0,11,1,2,2,5,11,2,4,5,David Moore,Brady Christensen,Stone Forsythe,Feleipe Franks,Kenny Pickett,James Mitchell,Chandler Zavala,Brycen Tremayne,Trevor Etienne,Sam Hecht,Albert Reese,Andrew Billings,Jonah Williams,Elliott Brown,Owen Pappoe,Kei'Trel Clark,Elijah Jones,Dadrion Taylor-Demerson,Kalen King,Kitan Crawford,Austin Keys,Cam Robertson
2026001,0,410,PENALTY,"(9:09) (Shotgun) K.Pickett pass incomplete deep right to B.Tremayne [A.Billings].
PENALTY on AZ-K.Clark, Defensive Pass Interference, 31 yards, enforced at CAR 1 - No Play.",https://pro.nfl.com/api/plays/summaryPlay?gameId=c66cf251-5f68-11f1-b1d0-bb70a4640075&playId=410,1,3,12,09:09,99.0,False,False,0750,0,0,4.087981475517154,11,1,2,2,5,11,2,4,5,David Moore,Brady Christensen,Stone Forsythe,Feleipe Franks,Kenny Pickett,James Mitchell,Chandler Zavala,Brycen Tremayne,Trevor Etienne,Sam Hecht,Albert Reese,Andrew Billings,Jonah Williams,Elliott Brown,Owen Pappoe,Kei'Trel Clark,Elijah Jones,Dadrion Taylor-Demerson,Kalen King,Kitan Crawford,Austin Keys,Cam Robertson
2026001,0,444,RUSH,(9:03) (Shotgun) T.Etienne right guard to CAR 34 for 2 yards (A.Keys; A.Billings).,https://pro.nfl.com/api/plays/summaryPlay?gameId=c66cf251-5f68-11f1-b1d0-bb70a4640075&playId=444,1,1,10,09:03,68.0,False,False,0750,0,0,-0.516241054283455,11,1,2,2,5,11,3,4,4,David Moore,Brady Christensen,Stone Forsythe,Feleipe Franks,Kenny Pickett,James Mitchell,Chandler Zavala,Brycen Tremayne,Trevor Etienne,Sam Hecht,Albert Reese,Andrew Billings,Jonah Williams,Elliott Brown,Brodric Martin,Owen Pappoe,Kei'Trel Clark,Elijah Jones,Dadrion Taylor-Demerson,Kitan Crawford,Austin Keys,Cam Robertson
2026001,0,466,PASS,"(8:31) (Shotgun) K.Pickett pass short right to T.Etienne pushed ob at CAR 33 for -1 yards (K.Crawford).
Penalty on CAR-A.Reese, Offensive Holding, declined.",https://pro.nfl.com/api/plays/summaryPlay?gameId=c66cf251-5f68-11f1-b1d0-bb70a4640075&playId=466,1,2,8,08:31,66.0,False,False,0750,0,0,-0.9460713935550302,11,1,1,3,5,11,2,4,5,David Moore,Brady Christensen,Stone Forsythe,Kenny Pickett,John Metchie III,James Mitchell,Chandler Zavala,Brycen Tremayne,Trevor Etienne,Sam Hecht,Albert Reese,Jonah Williams,Elliott Brown,Owen Pappoe,Kei'Trel Clark,Elijah Jones,Dadrion Taylor-Demerson,Kalen King,Kitan Crawford,Austin Keys,Cam Robertson,Damonic Williams
2026001,0,507,PASS,(8:07) (Shotgun) K.Pickett pass short right to J.Sanders to CAR 38 for 5 yards (K.Clark).,https://pro.nfl.com/api/plays/summaryPlay?gameId=c66cf251-5f68-11f1-b1d0-bb70a4640075&playId=507,1,3,9,08:07,67.0,False,False,0750,0,0,-1.0604291148483753,11,1,1,3,5,11,2,4,5,David Moore,Brady Christensen,Stone Forsythe,Kenny Pickett,John Metchie III,Chandler Zavala,Brycen Tremayne,Ja'Tavion Sanders,Trevor Etienne,Sam Hecht,Albert Reese,Jonah Williams,BJ Ojulari,Owen Pappoe,Kei'Trel Clark,Eku Leota,Elijah Jones,Dadrion Taylor-Demerson,Kalen King,Kitan Crawford,Austin Keys,Damonic Williams
2026001,0,532,PUNT,"(7:25) S.Martin punts 58 yards to AZ 4, impetus ends at AZ 1, Center-J.Jansen, downed by CAR-J.Reed.",https://pro.nfl.com/api/plays/summaryPlay?gameId=c66cf251-5f68-11f1-b1d0-bb70a4640075&playId=532,1,4,4,07:25,62.0,False,False,0750,0,0,0.5381245100870728,11,0,1,1,0,11,0,4,5,J.J. Jansen,Sam Martin,Cam Gill,James Mitchell,Maema Njongmeta,Princely Umanmielen,Lathan Ransom,Ja'Seem Reed,Bam Martin-Scott,Jackson Kuwatch,Devonta Smith,Isaiah Oliver,Simi Fehoko,Owen Pappoe,Kei'Trel Clark,Eku Leota,Elijah Jones,Dadrion Taylor-Demerson,Xavier Weaver,Austin Keys,Karson Sharar,Wydett Williams Jr.
2026001,0,573,TIMEOUT,Timeout at 07:12.,https://pro.nfl.com/api/plays/summaryPlay?gameId=c66cf251-5f68-11f1-b1d0-bb70a4640075&playId=573,1,0,0,07:12,,False,,0750,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026001,0,561,PENALTY,"(7:12) PENALTY on AZ-K.Yeboah, False Start, 2 yards, enforced at AZ 4 - No Play.",https://pro.nfl.com/api/plays/summaryPlay?gameId=c66cf251-5f68-11f1-b1d0-bb70a4640075&playId=561,1,1,10,07:12,96.0,False,False,3800,0,0,-0.3150956276804209,11,1,2,2,5,11,4,3,4,Kenny Yeboah,Bam Knight,Jon Gaines II,Jalen Brooks,Hayden Conner,Josh Fryar,Chase Bisontis,Carson Beck,Reggie Virgil,Jayden Williams,Jameson Geers,Trevis Gipson,Akayleb Evans,Claudin Cherelus,Trevin Wallace,Princely Umanmielen,Lathan Ransom,Cam Jackson,Jared Harrison-Hunte,Will Lee III,Zakee Wheatley,Aaron Hall
2026001,0,593,RUSH,(7:12) Z.Knight right tackle to AZ 4 for 2 yards (L.Ransom; C.Cherelus).,https://pro.nfl.com/api/plays/summaryPlay?gameId=c66cf251-5f68-11f1-b1d0-bb70a4640075&playId=593,1,1,12,07:12,98.0,False,False,3800,0,0,-0.2789653427898884,11,1,2,2,5,11,4,3,4,Kenny Yeboah,Bam Knight,Jon Gaines II,Jalen Brooks,Hayden Conner,Josh Fryar,Chase Bisontis,Carson Beck,Reggie Virgil,Jayden Williams,Jameson Geers,Trevis Gipson,Akayleb Evans,Claudin Cherelus,Trevin Wallace,Princely Umanmielen,Lathan Ransom,Cam Jackson,Jared Harrison-Hunte,Will Lee III,Zakee Wheatley,Aaron Hall
2026001,0,615,RUSH,(6:35) (Shotgun) Z.Knight up the middle to AZ 7 for 3 yards (C.Jackson).,https://pro.nfl.com/api/plays/summaryPlay?gameId=c66cf251-5f68-11f1-b1d0-bb70a4640075&playId=615,1,2,10,06:35,96.0,False,False,3800,0,0,-0.765936566516757,11,1,1,3,5,11,3,3,5,Simi Fehoko,Bam Knight,Jon Gaines II,Jalen Brooks,Xavier Weaver,Hayden Conner,Rivaldo Fairweather,Josh Fryar,Chase Bisontis,Carson Beck,Jayden Williams,Trevis Gipson,Akayleb Evans,Claudin Cherelus,Trevin Wallace,Chau Smith-Wade,Princely Umanmielen,Lathan Ransom,Cam Jackson,Will Lee III,Zakee Wheatley,Aaron Hall
2026001,0,637,PASS,(6:00) (Shotgun) C.Beck pass deep right to J.Brooks to AZ 42 for 35 yards (Z.Wheatley).,https://pro.nfl.com/api/plays/summaryPlay?gameId=c66cf251-5f68-11f1-b1d0-bb70a4640075&playId=637,1,3,7,06:00,93.0,False,False,3800,0,0,3.746552200987935,11,1,1,3,5,11,3,3,5,Simi Fehoko,Bam Knight,Jon Gaines II,Jalen Brooks,Xavier Weaver,Hayden Conner,Rivaldo Fairweather,Josh Fryar,Chase Bisontis,Carson Beck,Jayden Williams,Trevis Gipson,Akayleb Evans,Claudin Cherelus,Trevin Wallace,Chau Smith-Wade,Princely Umanmielen,Lathan Ransom,Cam Jackson,Will Lee III,Zakee Wheatley,Aaron Hall
2026001,0,662,PASS,(5:23) C.Beck pass short left to X.Weaver pushed ob at AZ 45 for 3 yards (A.Evans).,https://pro.nfl.com/api/plays/summaryPlay?gameId=c66cf251-5f68-11f1-b1d0-bb70a4640075&playId=662,1,1,10,05:23,58.0,False,False,3800,0,0,-0.25662469607777894,11,1,1,3,5,11,3,3,5,Simi Fehoko,Bam Knight,Jon Gaines II,Jalen Brooks,Xavier Weaver,Hayden Conner,Rivaldo Fairweather,Josh Fryar,Chase Bisontis,Carson Beck,Jayden Williams,Trevis Gipson,Akayleb Evans,Claudin Cherelus,Trevin Wallace,Chau Smith-Wade,Princely Umanmielen,Lathan Ransom,Cam Jackson,Will Lee III,Zakee Wheatley,Aaron Hall
2026001,0,692,RUSH,(4:57) Z.Knight left guard to CAR 44 for 11 yards (Z.Wheatley; W.Lee).,https://pro.nfl.com/api/plays/summaryPlay?gameId=c66cf251-5f68-11f1-b1d0-bb70a4640075&playId=692,1,2,7,04:57,55.0,False,False,3800,0,0,1.011520352680236,11,1,1,3,5,11,3,3,5,Simi Fehoko,Bam Knight,Jon Gaines II,Jalen Brooks,Xavier Weaver,Hayden Conner,Rivaldo Fairweather,Josh Fryar,Chase Bisontis,Carson Beck,Jayden Williams,Trevis Gipson,Akayleb Evans,Claudin Cherelus,Trevin Wallace,Chau Smith-Wade,Princely Umanmielen,Lathan Ransom,Jared Harrison-Hunte,Lee Hunter,Will Lee III,Zakee Wheatley
2026001,0,714,PASS,(4:19) C.Beck pass short right to J.Geers to CAR 40 for 4 yards (W.Lee).,https://pro.nfl.com/api/plays/summaryPlay?gameId=c66cf251-5f68-11f1-b1d0-bb70a4640075&playId=714,1,1,10,04:19,44.0,False,False,3800,0,0,-0.08638947363942862,11,1,2,2,5,11,3,4,4,Simi Fehoko,Kenny Yeboah,Bam Knight,Jon Gaines II,Jalen Brooks,Hayden Conner,Josh Fryar,Chase Bisontis,Carson Beck,Jayden Williams,Jameson Geers,Akayleb Evans,Elijah Garcia,Nick Hampton,Claudin Cherelus,Thomas Incoom,Trevin Wallace,Lathan Ransom,Jared Harrison-Hunte,Lee Hunter,Will Lee III,Zakee Wheatley
2026001,0,739,PASS,(3:41) C.Beck pass short middle to J.Brooks to CAR 25 for 15 yards (A.Evans).,https://pro.nfl.com/api/plays/summaryPlay?gameId=c66cf251-5f68-11f1-b1d0-bb70a4640075&playId=739,1,2,6,03:41,40.0,False,False,3800,0,0,1.255714853759855,11,1,1,3,5,11,2,4,5,Simi Fehoko,Kenny Yeboah,Bam Knight,Jon Gaines II,Jalen Brooks,Xavier Weaver,Hayden Conner,Josh Fryar,Chase Bisontis,Carson Beck,Jayden Williams,Akayleb Evans,Nick Hampton,Claudin Cherelus,Thomas Incoom,Trevin Wallace,Chau Smith-Wade,Lathan Ransom,Jared Harrison-Hunte,Lee Hunter,Will Lee III,Zakee Wheatley
2026001,0,764,RUSH,(3:04) Z.Knight left tackle to CAR 22 for 3 yards (Z.Wheatley; L.Hunter).,https://pro.nfl.com/api/plays/summaryPlay?gameId=c66cf251-5f68-11f1-b1d0-bb70a4640075&playId=764,1,1,10,03:04,25.0,False,False,3800,0,0,-0.1824029958806932,11,1,1,3,5,11,2,4,5,Bam Knight,Jon Gaines II,Xavier Weaver,Hayden Conner,Rivaldo Fairweather,Josh Fryar,Bryson Green,Chase Bisontis,Carson Beck,Reggie Virgil,Jayden Williams,Akayleb Evans,Nick Hampton,Claudin Cherelus,Thomas Incoom,Trevin Wallace,Chau Smith-Wade,Lathan Ransom,Jared Harrison-Hunte,Lee Hunter,Will Lee III,Zakee Wheatley
2026001,0,786,PASS,(2:23) (Shotgun) C.Beck pass short right to R.Fairweather to CAR 16 for 6 yards (L.Ransom; W.Lee).,https://pro.nfl.com/api/plays/summaryPlay?gameId=c66cf251-5f68-11f1-b1d0-bb70a4640075&playId=786,1,2,7,02:23,22.0,False,False,3800,0,0,0.5197909156559035,11,1,1,3,5,11,2,4,5,Bam Knight,Jon Gaines II,Jalen Brooks,Xavier Weaver,Hayden Conner,Rivaldo Fairweather,Josh Fryar,Chase Bisontis,Carson Beck,Reggie Virgil,Jayden Williams,Akayleb Evans,Nick Hampton,Claudin Cherelus,Thomas Incoom,Trevin Wallace,Chau Smith-Wade,Lathan Ransom,Jared Harrison-Hunte,Lee Hunter,Will Lee III,Zakee Wheatley
2026001,0,811,RUSH,(1:45) Z.Knight left tackle to CAR 13 for 3 yards (C.Smith-Wade; A.Evans).,https://pro.nfl.com/api/plays/summaryPlay?gameId=c66cf251-5f68-11f1-b1d0-bb70a4640075&playId=811,1,3,1,01:45,16.0,False,True,3800,0,0,0.3911114528309554,11,1,1,3,5,11,2,4,5,Simi Fehoko,Bam Knight,Jon Gaines II,Jalen Brooks,Xavier Weaver,Hayden Conner,Rivaldo Fairweather,Josh Fryar,Chase Bisontis,Carson Beck,Jayden Williams,Akayleb Evans,Nick Hampton,Claudin Cherelus,Thomas Incoom,Trevin Wallace,Chau Smith-Wade,Lathan Ransom,Cam Jackson,Will Lee III,Zakee Wheatley,Aaron Hall
2026001,0,833,RUSH,(1:05) C.Kiner right tackle to CAR 9 for 4 yards (C.Jackson).,https://pro.nfl.com/api/plays/summaryPlay?gameId=c66cf251-5f68-11f1-b1d0-bb70a4640075&playId=833,1,1,10,01:05,13.0,False,True,3800,0,0,-0.28640667034778744,11,1,2,2,5,11,4,3,4,Simi Fehoko,Kenny Yeboah,Jon Gaines II,Jalen Brooks,Hayden Conner,Josh Fryar,Corey Kiner,Chase Bisontis,Carson Beck,Jayden Williams,Jameson Geers,Trevis Gipson,Akayleb Evans,Elijah Garcia,Claudin Cherelus,Trevin Wallace,Princely Umanmielen,Lathan Ransom,Cam Jackson,Will Lee III,Zakee Wheatley,Aaron Hall
2026001,0,855,PASS,(:29) (Shotgun) C.Beck pass short middle to C.Kiner to CAR 1 for 8 yards (C.Cherelus).,https://pro.nfl.com/api/plays/summaryPlay?gameId=c66cf251-5f68-11f1-b1d0-bb70a4640075&playId=855,1,2,6,00:29,9.0,False,True,3800,0,0,1.6414784971857443,11,1,1,3,5,11,3,3,5,Simi Fehoko,Kenny Yeboah,Jon Gaines II,Jalen Brooks,Xavier Weaver,Hayden Conner,Josh Fryar,Corey Kiner,Chase Bisontis,Carson Beck,Jayden Williams,Trevis Gipson,Akayleb Evans,Claudin Cherelus,Trevin Wallace,Chau Smith-Wade,Princely Umanmielen,Lathan Ransom,Cam Jackson,Will Lee III,Zakee Wheatley,Aaron Hall
2026001,0,880,END_QUARTER,END QUARTER 1,https://pro.nfl.com/api/plays/summaryPlay?gameId=c66cf251-5f68-11f1-b1d0-bb70a4640075&playId=880,1,0,0,,,False,,0750,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2026001,0,900,RUSH,"(15:00) C.Kiner left tackle for 1 yard, TOUCHDOWN.",https://pro.nfl.com/api/plays/summaryPlay?gameId=c66cf251-5f68-11f1-b1d0-bb70a4640075&playId=900,2,1,1,15:00,1.0,True,True,3800,0,0,0.4705676232697442,11,1,2,2,5,11,4,3,4,Simi Fehoko,Kenny Yeboah,Jon Gaines II,Jalen Brooks,Hayden Conner,Josh Fryar,Corey Kiner,Chase Bisontis,Carson Beck,Jayden Williams,Jameson Geers,Trevis Gipson,Akayleb Evans,Elijah Garcia,Claudin Cherelus,Trevin Wallace,Princely Umanmielen,Lathan Ransom,Cam Jackson,Will Lee III,Zakee Wheatley,Aaron Hall
